Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
38,No,Non-Travel,184,Sales,12,4,Life Sciences,1,Female,84,4,4,Healthcare Representative,1,Married,11648,22853,1,No,15,3,1,3,30,2,4,26,3,1,6
29,No,Travel_Rarely,1223,Sales,2,3,Other,2,Female,79,3,1,Sales Executive,4,Divorced,7873,3864,9,No,17,3,2,3,37,4,2,11,13,7,3
35,No,Non-Travel,768,Research & Development,9,4,Technical Degree,3,Female,95,1,3,Manufacturing Director,3,Divorced,17967,16601,3,No,14,3,4,1,8,6,3,4,17,10,2
43,No,Non-Travel,1478,Sales,11,2,Medical,4,Male,80,1,2,Healthcare Representative,1,Single,11196,6642,8,No,16,3,1,0,18,6,3,11,1,1,16
50,Yes,Travel_Frequently,250,Research & Development,18,5,Life Sciences,1,Male,63,1,3,Research Scientist,1,Single,10591,14531,8,Yes,19,3,2,0,21,3,4,38,11,8,9
43,No,Travel_Rarely,664,Sales,1,5,Other,4,Male,33,2,4,Laboratory Technician,1,Divorced,2368,12552,6,No,11,3,4,1,17,4,3,7,15,11,9
39,No,Travel_Frequently,642,Research & Development,7,1,Other,3,Male,90,4,1,Research Scientist,4,Married,1014,5246,5,No,24,3,2,0,1,1,1,20,3,11,2
29,No,Travel_Rarely,400,Sales,28,1,Life Sciences,1,Male,42,2,3,Laboratory Technician,3,Married,11563,3943,3,Yes,22,3,1,0,11,1,2,8,7,0,7
44,No,Travel_Rarely,411,Research & Development,23,5,Marketing,2,Female,88,2,3,Laboratory Technician,4,Single,6558,3425,7,No,14,3,1,1,1,2,4,33,5,12,14
25,Yes,Travel_Rarely,480,Sales,27,4,Technical Degree,1,Male,75,1,5,Healthcare Representative,2,Married,2894,18733,6,No,25,3,1,2,0,0,4,15,2,13,0
36,No,Travel_Frequently,1466,Research & Development,16,5,Medical,4,Female,34,3,1,Manufacturing Director,3,Single,3937,3774,8,No,13,3,2,3,30,1,1,10,15,0,16
58,No,Travel_Rarely,1061,Research & Development,4,5,Life Sciences,1,Male,76,2,1,Sales Representative,4,Married,14375,18844,9,No,13,3,1,1,37,2,4,28,1,14,1
37,No,Travel_Rarely,1474,Research & Development,21,2,Medical,3,Male,43,3,2,Sales Representative,4,Single,15405,4869,0,No,12,3,3,3,29,2,4,31,17,2,10
40,No,Non-Travel,924,Research & Development,20,1,Marketing,3,Female,41,3,4,Laboratory Technician,3,Divorced,18677,3728,7,No,19,3,1,0,4,1,2,27,17,2,15
38,Yes,Travel_Rarely,464,Research & Development,21,3,Marketing,4,Male,87,3,3,Research Scientist,2,Married,1157,13322,4,No,11,4,2,2,21,0,1,23,8,11,15
45,Yes,Travel_Rarely,1427,Research & Development,22,1,Marketing,1,Male,72,1,5,Research Director,3,Married,6485,7362,3,Yes,23,3,2,0,28,1,3,15,2,1,9
27,No,Non-Travel,644,Sales,7,4,Technical Degree,3,Male,53,2,1,Research Scientist,4,Divorced,7544,18725,3,No,18,3,2,0,36,3,2,2,17,12,1
37,No,Travel_Rarely,677,Research & Development,13,3,Medical,3,Female,99,4,3,Research Scientist,4,Married,2285,2456,6,No,15,3,1,3,1,3,1,25,14,8,3
33,No,Travel_Rarely,952,Research & Development,28,4,Other,1,Male,46,1,5,Sales Executive,1,Single,9295,18802,0,No,21,3,2,3,17,6,3,34,4,1,3
30,Yes,Non-Travel,1093,Sales,9,5,Medical,4,Male,74,2,2,Research Director,4,Single,11570,2792,8,No,17,3,2,2,13,4,3,35,0,9,14
59,No,Travel_Rarely,653,Sales,19,4,Technical Degree,4,Female,84,4,1,Sales Representative,4,Married,4437,17935,7,No,19,3,1,2,23,2,2,18,8,5,2
51,No,Travel_Rarely,1151,Research & Development,9,4,Marketing,4,Female,68,1,3,Research Scientist,3,Married,14696,26196,4,No,22,3,3,1,10,3,3,30,1,0,15
28,No,Non-Travel,1393,Research & Development,9,5,Life Sciences,1,Female,63,1,3,Laboratory Technician,3,Married,18492,6005,2,No,19,3,3,1,7,1,2,1,1,10,14
34,No,Travel_Frequently,159,Research & Development,8,3,Marketing,4,Male,75,3,5,Human Resources,2,Single,6815,4015,8,Yes,20,3,2,2,4,4,4,10,14,7,6
58,No,Travel_Rarely,689,Research & Development,28,3,Medical,2,Male,65,4,2,Laboratory Technician,3,Married,17176,13687,1,No,12,3,2,0,19,4,2,4,3,6,15
42,No,Travel_Rarely,1399,Research & Development,23,3,Life Sciences,2,Male,54,2,5,Manager,1,Divorced,8273,2387,1,No,12,3,1,0,34,1,2,14,9,4,14
57,No,Non-Travel,883,Research & Development,15,4,Other,3,Female,82,2,4,Human Resources,1,Married,1204,4929,6,Yes,14,3,1,0,2,0,3,32,0,3,12
38,No,Travel_Rarely,1032,Sales,6,4,Marketing,2,Male,77,3,4,Manufacturing Director,1,Married,12513,5784,4,Yes,22,3,4,1,38,1,1,11,14,1,16
24,Yes,Travel_Rarely,903,Research & Development,1,1,Marketing,4,Male,65,4,2,Human Resources,2,Married,7398,15173,5,No,11,3,2,3,9,1,1,34,10,1,16
18,No,Travel_Rarely,755,Sales,21,3,Life Sciences,3,Male,41,2,4,Sales Representative,1,Married,6982,7348,4,No,11,3,2,2,13,2,3,19,8,4,13
53,No,Travel_Rarely,658,Sales,15,2,Medical,4,Male,68,3,1,Manufacturing Director,2,Married,8053,20412,5,No,15,3,1,1,5,1,4,14,16,3,10
24,No,Travel_Frequently,573,Sales,14,3,Marketing,4,Male,93,2,4,Healthcare Representative,3,Married,16914,19837,8,Yes,21,3,2,0,11,5,1,12,16,11,5
20,No,Travel_Rarely,319,Sales,3,2,Life Sciences,2,Male,62,4,5,Research Director,1,Married,15789,25325,7,Yes,15,3,2,1,2,0,4,11,6,3,7
26,No,Travel_Rarely,1158,Research & Development,11,2,Other,1,Male,61,3,3,Human Resources,2,Single,6143,10356,7,No,20,3,1,3,4,2,1,18,14,5,6
28,No,Travel_Rarely,1226,Research & Development,15,2,Marketing,3,Male,68,4,2,Laboratory Technician,4,Married,3512,24949,4,No,18,3,1,2,33,2,3,16,15,0,2
24,No,Travel_Frequently,249,Sales,25,4,Technical Degree,4,Male,74,2,3,Research Director,2,Single,4512,15999,9,No,23,3,2,0,8,2,3,25,15,2,15
21,No,Non-Travel,422,Research & Development,6,4,Life Sciences,3,Male,64,1,1,Human Resources,1,Single,9507,4374,7,No,19,3,3,2,2,4,2,5,5,12,14
22,No,Non-Travel,243,Sales,24,2,Life Sciences,4,Male,78,1,2,Manufacturing Director,2,Single,13962,22230,5,No,15,3,3,0,6,1,4,4,14,5,14
55,No,Travel_Frequently,806,Research & Development,3,2,Technical Degree,3,Male,59,4,4,Sales Representative,3,Married,4832,15470,7,No,19,3,1,1,30,2,1,1,17,1,1
59,No,Travel_Rarely,1215,Sales,20,3,Marketing,4,Male,38,4,3,Research Scientist,2,Married,8654,6670,8,No,19,3,1,1,21,2,4,38,1,10,5
36,No,Travel_Frequently,890,Research & Development,18,4,Other,2,Male,62,3,2,Human Resources,4,Married,11409,6043,1,No,19,3,4,0,19,6,1,9,11,6,14
22,No,Travel_Rarely,745,Research & Development,2,2,Marketing,4,Female,58,2,1,Manager,1,Divorced,18797,21180,6,No,21,3,2,1,10,1,4,20,7,9,16
30,Yes,Travel_Rarely,858,Human Resources,6,5,Marketing,3,Female,87,2,4,Research Director,4,Married,12773,2497,3,No,23,3,3,0,1,1,2,25,2,12,11
48,No,Travel_Rarely,312,Research & Development,3,1,Other,1,Female,84,4,1,Manufacturing Director,3,Married,17460,26369,2,No,20,3,4,1,21,0,4,25,17,9,11
37,No,Travel_Rarely,1293,Human Resources,14,5,Other,2,Male,52,2,1,Manager,2,Married,10917,17599,2,No,17,3,4,1,4,0,4,21,15,12,11
33,No,Non-Travel,1076,Sales,5,4,Other,4,Male,68,4,2,Manager,1,Married,2865,8759,6,No,15,3,2,1,29,2,2,5,10,6,15
29,No,Travel_Rarely,242,Research & Development,24,1,Medical,1,Male,77,4,3,Manager,3,Divorced,6727,11814,4,Yes,13,4,3,3,35,1,4,35,1,14,3
51,Yes,Travel_Frequently,388,Research & Development,25,3,Medical,3,Female,95,2,4,Sales Executive,2,Single,2118,14874,8,No,17,3,4,0,29,5,2,33,4,8,13
52,No,Travel_Rarely,711,Sales,18,4,Medical,4,Male,31,2,2,Sales Executive,4,Single,12532,26928,7,No,20,3,1,0,14,0,1,38,11,11,5
58,No,Non-Travel,936,Research & Development,25,5,Life Sciences,4,Male,31,1,5,Manager,3,Married,2573,2775,0,No,16,3,4,0,12,4,3,35,15,7,8
43,No,Travel_Rarely,1267,Sales,5,2,Life Sciences,1,Male,69,3,5,Manufacturing Director,3,Married,9146,2548,2,No,21,3,2,1,12,1,3,3,13,7,9
40,No,Travel_Rarely,1381,Research & Development,18,4,Technical Degree,3,Male,42,3,4,Sales Executive,3,Married,8271,23603,1,Yes,17,3,4,2,6,5,4,14,0,11,14
31,No,Travel_Frequently,310,Sales,27,2,Technical Degree,4,Male,62,2,3,Laboratory Technician,2,Married,17476,12531,7,No,11,3,2,2,30,3,3,39,4,0,16
57,No,Travel_Rarely,1432,Research & Development,19,1,Other,1,Male,55,2,3,Manufacturing Director,3,Single,12397,4369,4,No,12,4,2,3,6,5,2,7,5,10,6
20,No,Travel_Frequently,1380,Research & Development,27,4,Marketing,4,Female,46,1,2,Sales Executive,2,Divorced,19732,11621,1,No,18,3,1,0,33,0,4,29,16,14,2
52,No,Travel_Frequently,1087,Sales,15,5,Technical Degree,2,Male,49,2,3,Healthcare Representative,1,Single,10472,19967,5,No,24,3,1,1,15,6,2,25,12,3,5
49,No,Non-Travel,1037,Research & Development,18,1,Other,1,Female,32,1,4,Healthcare Representative,3,Divorced,14683,18570,9,No,11,3,3,2,15,4,4,34,0,8,3
29,No,Travel_Rarely,753,Sales,14,5,Other,1,Male,57,3,5,Sales Executive,4,Married,3133,3481,8,No,22,3,2,3,30,0,3,21,16,5,8
18,No,Non-Travel,1096,Sales,28,4,Other,2,Female,57,3,2,Healthcare Representative,4,Single,17006,23956,5,No,16,3,3,1,13,5,4,18,3,2,9
47,No,Non-Travel,648,Sales,4,5,Technical Degree,4,Female,38,2,2,Laboratory Technician,3,Married,8725,26928,2,Yes,23,3,1,2,38,0,3,10,1,4,4
38,Yes,Travel_Rarely,172,Research & Development,17,4,Other,2,Female,81,2,4,Laboratory Technician,1,Single,6757,25445,0,Yes,20,4,3,0,7,3,3,11,9,11,14
54,No,Travel_Frequently,1303,Research & Development,8,4,Other,1,Male,99,4,3,Research Director,3,Divorced,8389,25308,2,No,16,3,3,2,32,6,1,22,11,14,11
40,No,Travel_Frequently,313,Research & Development,16,1,Other,4,Male,57,3,3,Research Director,3,Divorced,5708,3452,8,Yes,16,3,4,2,4,4,1,21,17,10,13
37,No,Non-Travel,356,Sales,7,3,Medical,2,Female,55,3,4,Research Scientist,2,Single,1802,10122,2,No,15,3,2,2,31,6,2,18,14,7,14
43,No,Travel_Rarely,1370,Research & Development,8,1,Other,1,Male,83,2,2,Sales Executive,2,Married,17626,15449,5,No,12,3,3,3,21,3,3,32,15,1,13
44,No,Travel_Rarely,728,Research & Development,26,1,Technical Degree,3,Female,80,3,5,Laboratory Technician,1,Married,19723,6695,7,No,24,3,2,1,12,5,3,31,1,10,7
45,Yes,Travel_Rarely,1266,Research & Development,22,2,Medical,3,Male,74,4,1,Manager,4,Married,4699,4805,9,Yes,15,3,2,3,35,6,4,0,5,12,1
52,Yes,Non-Travel,340,Human Resources,12,5,Technical Degree,2,Male,46,1,5,Sales Executive,2,Single,11478,17886,3,Yes,19,3,1,3,34,3,4,24,0,10,6
30,No,Travel_Rarely,490,Sales,3,4,Life Sciences,3,Male,92,3,2,Laboratory Technician,1,Single,3038,22356,8,No,19,3,2,0,19,3,1,31,15,9,2
30,Yes,Travel_Rarely,1322,Research & Development,16,2,Other,3,Male,86,2,2,Sales Executive,3,Single,1271,26002,6,No,12,3,3,3,4,2,2,2,14,5,3
26,No,Travel_Frequently,128,Research & Development,2,3,Medical,3,Female,87,1,3,Research Scientist,4,Divorced,1512,19205,1,Yes,20,3,4,1,29,0,4,20,5,14,13
47,Yes,Travel_Rarely,257,Research & Development,26,5,Marketing,4,Male,71,1,5,Sales Representative,2,Married,14190,24563,4,Yes,21,3,4,0,30,3,1,37,5,8,6
35,No,Non-Travel,1160,Research & Development,1,4,Life Sciences,1,Female,33,3,5,Sales Representative,4,Married,18838,22548,4,Yes,21,3,2,1,7,1,1,3,3,14,8
49,No,Non-Travel,1480,Research & Development,11,4,Marketing,3,Male,37,2,2,Manufacturing Director,2,Married,19599,2818,5,Yes,12,4,3,0,7,5,4,27,8,4,14
45,No,Non-Travel,704,Research & Development,13,3,Other,3,Female,58,2,2,Sales Representative,4,Married,11887,9152,7,No,17,3,3,2,19,2,4,13,9,9,1
24,No,Travel_Rarely,1477,Research & Development,4,2,Technical Degree,4,Female,84,2,2,Healthcare Representative,4,Married,6934,22464,5,No,12,3,4,1,37,4,3,6,15,4,14
27,Yes,Travel_Frequently,1093,Research & Development,24,1,Life Sciences,3,Male,74,3,4,Human Resources,1,Single,11400,21600,4,No,18,3,4,2,31,4,3,30,2,2,9
26,Yes,Non-Travel,1313,Research & Development,6,4,Other,3,Male,76,1,2,Healthcare Representative,2,Divorced,4958,10749,0,Yes,17,4,1,3,16,1,2,9,3,4,16
35,Yes,Non-Travel,330,Research & Development,4,5,Medical,3,Male,81,3,1,Manufacturing Director,1,Married,10839,9002,4,No,18,3,2,0,19,1,4,8,4,12,15
58,No,Travel_Rarely,1438,Research & Development,7,3,Technical Degree,2,Male,41,2,4,Sales Representative,3,Divorced,16954,25972,0,Yes,19,3,3,3,36,2,1,18,2,11,14
56,No,Travel_Frequently,740,Research & Development,21,1,Life Sciences,1,Female,41,2,4,Laboratory Technician,1,Divorced,8450,4614,1,No,21,3,2,0,6,0,3,31,3,14,2
35,No,Travel_Frequently,774,Research & Development,2,4,Other,4,Male,77,2,4,Sales Representative,4,Divorced,5797,22981,5,Yes,19,4,2,1,21,4,1,37,15,14,15
51,No,Travel_Rarely,249,Research & Development,27,5,Life Sciences,4,Male,46,2,5,Laboratory Technician,3,Married,8914,23648,2,No,11,4,1,0,8,3,2,37,11,0,1
57,No,Travel_Rarely,127,Research & Development,22,4,Other,3,Male,64,3,2,Sales Representative,4,Single,3039,6979,7,No,22,3,3,2,31,4,4,30,7,3,8
50,No,Non-Travel,1058,Research & Development,16,3,Other,4,Female,94,2,3,Manager,1,Married,11230,10787,9,No,16,3,1,3,27,5,4,22,11,7,5
51,No,Travel_Rarely,1100,Sales,9,5,Marketing,3,Male,84,1,5,Sales Executive,4,Married,18366,4917,1,Yes,17,3,4,2,14,6,2,10,2,3,16
51,No,Travel_Rarely,363,Sales,1,2,Life Sciences,4,Female,91,4,5,Laboratory Technician,3,Single,6580,8005,8,No,18,3,4,3,11,6,4,8,11,5,0
52,No,Travel_Rarely,394,Research & Development,4,2,Life Sciences,4,Female,61,1,2,Manager,4,Married,4926,10609,4,No,25,3,1,3,37,6,2,33,15,6,4
29,No,Travel_Rarely,834,Sales,2,2,Technical Degree,4,Male,69,2,4,Sales Executive,4,Single,15461,25275,5,Yes,11,3,4,2,34,2,3,21,5,10,14
46,No,Non-Travel,1369,Sales,25,4,Technical Degree,4,Female,68,3,2,Manufacturing Director,1,Single,19764,26503,1,No,13,3,3,3,9,4,4,31,12,7,6
57,No,Non-Travel,1460,Research & Development,2,2,Life Sciences,2,Male,32,2,2,Human Resources,1,Single,8221,20593,1,No,23,3,2,1,38,4,3,33,0,12,6
20,No,Travel_Rarely,247,Research & Development,22,4,Life Sciences,4,Male,57,4,4,Sales Executive,2,Divorced,4338,4065,4,Yes,24,3,2,1,2,5,1,20,8,1,12
43,No,Travel_Rarely,1102,Research & Development,27,1,Medical,1,Male,86,1,1,Healthcare Representative,4,Married,14282,13554,1,Yes,15,3,2,0,30,5,2,9,13,11,14
59,No,Travel_Rarely,1174,Research & Development,3,1,Life Sciences,1,Female,86,2,4,Research Director,4,Married,1976,24314,7,No,19,3,2,0,8,6,1,4,15,10,11
51,No,Non-Travel,426,Sales,3,5,Medical,4,Male,33,4,5,Healthcare Representative,2,Married,12443,14474,4,No,21,3,1,0,36,6,2,10,11,6,15
27,Yes,Travel_Rarely,1183,Research & Development,21,4,Life Sciences,3,Male,44,2,1,Research Scientist,1,Single,12126,11140,8,Yes,17,3,1,2,20,0,3,22,2,11,2
46,No,Travel_Frequently,980,Research & Development,12,5,Medical,3,Male,73,1,5,Manager,3,Divorced,11065,20081,4,No,15,3,4,2,32,5,4,5,5,8,11
57,No,Travel_Rarely,762,Research & Development,15,4,Technical Degree,1,Male,52,1,1,Human Resources,3,Divorced,16873,2145,6,No,23,3,3,3,15,6,3,11,6,11,12
31,No,Travel_Rarely,196,Sales,9,1,Life Sciences,3,Male,75,4,4,Healthcare Representative,3,Single,8296,10151,0,No,19,3,2,2,18,1,4,38,13,7,1
30,No,Travel_Rarely,811,Sales,19,3,Technical Degree,3,Male,38,3,1,Sales Representative,2,Married,5766,22440,4,No,15,4,1,3,6,1,1,21,14,1,1
35,No,Non-Travel,1088,Research & Development,22,2,Life Sciences,1,Female,75,3,4,Research Scientist,1,Single,9865,3087,8,No,25,4,1,0,26,5,1,21,15,1,7
28,No,Travel_Rarely,894,Sales,2,4,Technical Degree,1,Male,89,2,5,Laboratory Technician,4,Single,3122,18671,4,No,22,3,2,2,3,5,3,31,16,2,10
51,No,Non-Travel,328,Research & Development,4,5,Technical Degree,3,Male,38,3,5,Manager,3,Married,16590,16644,4,No,13,3,3,0,0,5,3,30,10,2,1
57,No,Travel_Rarely,945,Research & Development,8,5,Medical,4,Female,64,1,2,Laboratory Technician,4,Married,2448,10024,9,No,12,3,4,3,31,0,4,22,17,1,13
28,No,Non-Travel,972,Sales,1,1,Marketing,1,Female,86,1,1,Research Director,3,Married,10252,25375,0,Yes,22,3,4,2,4,5,2,30,17,3,16
25,No,Travel_Rarely,1319,Research & Development,25,4,Other,3,Male,50,3,3,Research Scientist,3,Married,13470,19963,2,No,25,3,2,3,30,3,3,4,12,7,12
24,No,Travel_Rarely,512,Sales,2,5,Life Sciences,1,Male,30,1,5,Sales Representative,1,Single,12746,17416,9,No,12,3,4,1,7,0,4,4,15,14,9
48,No,Travel_Rarely,1276,Sales,28,5,Other,2,Male,36,3,5,Sales Executive,4,Married,19900,21798,2,Yes,21,3,2,1,23,5,2,0,12,12,9
59,No,Non-Travel,468,Sales,8,2,Medical,2,Male,52,4,3,Manager,2,Married,14294,7038,2,No,24,3,2,2,1,2,1,38,10,8,7
39,No,Non-Travel,726,Research & Development,27,5,Life Sciences,3,Male,48,4,4,Healthcare Representative,2,Married,10355,24261,9,Yes,25,3,1,2,23,5,3,19,8,12,7
54,No,Travel_Frequently,238,Research & Development,20,3,Life Sciences,3,Female,41,3,1,Manager,3,Divorced,9165,6691,0,No,15,4,4,2,25,6,4,19,3,14,6
27,No,Non-Travel,985,Research & Development,8,4,Marketing,2,Male,75,1,4,Manager,2,Divorced,5034,23018,5,No,14,3,2,1,10,6,2,14,1,13,3
22,No,Non-Travel,930,Sales,15,5,Marketing,4,Female,86,3,4,Research Scientist,1,Married,8685,2167,9,Yes,20,3,2,3,29,1,3,11,11,14,1
30,No,Travel_Frequently,525,Research & Development,10,2,Life Sciences,3,Female,45,3,2,Manager,2,Divorced,19848,4899,1,No,18,3,4,0,6,4,1,6,10,7,5
37,Yes,Travel_Rarely,1011,Research & Development,21,3,Medical,3,Female,40,4,3,Laboratory Technician,1,Married,13931,3567,7,No,17,3,4,0,22,3,1,39,17,9,12
39,Yes,Travel_Frequently,1428,Sales,7,2,Life Sciences,1,Female,94,1,3,Manufacturing Director,3,Single,3483,7105,4,Yes,13,3,3,1,9,5,1,2,13,3,13
24,No,Travel_Frequently,1470,Research & Development,28,5,Life Sciences,3,Male,56,3,5,Sales Executive,2,Married,15851,11319,1,Yes,25,3,4,2,22,5,3,13,13,8,14
55,No,Travel_Frequently,1173,Human Resources,9,5,Medical,1,Male,42,3,2,Healthcare Representative,4,Single,5707,20568,4,Yes,15,3,3,1,21,6,1,10,12,3,6
23,No,Travel_Rarely,353,Sales,17,4,Marketing,3,Male,80,4,3,Research Scientist,2,Single,1452,3914,8,No,23,3,3,1,22,3,4,36,13,7,13
49,No,Travel_Rarely,1062,Sales,20,5,Technical Degree,4,Male,56,2,5,Sales Representative,4,Divorced,12011,15599,8,No,22,4,1,0,16,3,3,36,6,5,8
53,No,Travel_Rarely,1170,Research & Development,22,5,Marketing,4,Male,78,4,4,Manager,4,Married,19400,12674,9,No,22,3,2,2,19,0,3,31,10,10,4
49,No,Travel_Rarely,645,Research & Development,25,4,Medical,1,Male,73,4,5,Sales Executive,2,Divorced,10117,10323,1,Yes,19,3,4,0,9,6,2,36,7,5,12
28,No,Travel_Rarely,211,Sales,21,5,Marketing,2,Male,32,2,2,Sales Executive,2,Married,10701,20717,7,No,15,3,3,1,23,4,1,23,17,0,2
19,No,Travel_Rarely,1290,Sales,21,2,Other,3,Female,54,2,4,Manager,4,Single,13886,15273,5,No,18,3,2,2,18,3,4,8,10,3,10
45,No,Travel_Rarely,206,Research & Development,9,5,Medical,3,Male,87,4,1,Manager,3,Single,6052,9444,2,Yes,25,3,1,3,12,4,4,8,2,9,4
46,Yes,Non-Travel,637,Sales,4,1,Marketing,1,Male,86,3,4,Manufacturing Director,4,Married,2265,3311,5,No,24,3,3,1,39,3,1,16,12,11,6
38,No,Non-Travel,704,Research & Development,16,5,Marketing,2,Male,39,3,4,Healthcare Representative,3,Married,14352,16359,5,Yes,25,3,3,3,4,4,4,15,9,1,15
52,No,Non-Travel,1383,Research & Development,23,5,Medical,1,Female,54,1,4,Sales Representative,4,Divorced,11354,24171,9,No,21,4,2,1,30,4,4,0,12,2,11
33,No,Non-Travel,1445,Research & Development,15,1,Medical,4,Female,79,3,4,Human Resources,4,Married,19105,5360,3,No,15,3,4,2,0,2,4,22,16,13,1
19,No,Travel_Frequently,1111,Research & Development,8,4,Other,3,Male,78,4,4,Sales Representative,3,Married,5916,14987,4,Yes,11,3,4,2,7,2,4,36,7,12,6
30,No,Travel_Frequently,374,Research & Development,8,3,Other,4,Female,91,2,5,Research Scientist,4,Divorced,3298,21465,2,No,25,3,1,1,39,3,1,26,9,3,6
18,No,Non-Travel,492,Research & Development,20,5,Marketing,3,Male,87,4,2,Sales Executive,4,Single,9739,20903,8,No,11,3,3,1,22,4,1,28,11,13,1
54,No,Travel_Rarely,1448,Research & Development,20,2,Technical Degree,2,Female,82,1,3,Research Director,1,Divorced,13320,10821,2,No,13,3,3,2,35,2,2,33,7,0,5
52,No,Travel_Frequently,1244,Research & Development,13,5,Medical,2,Female,32,2,2,Sales Representative,2,Divorced,4766,18394,3,Yes,19,3,1,2,37,3,1,21,15,11,15
49,No,Travel_Rarely,1009,Sales,2,1,Technical Degree,1,Male,77,2,5,Research Scientist,4,Single,5252,7804,6,No,18,4,4,3,20,4,1,24,3,12,9
35,No,Non-Travel,680,Research & Development,11,4,Life Sciences,3,Male,81,3,3,Research Scientist,2,Single,3493,11215,7,No,17,3,1,3,36,1,1,11,17,1,5
35,No,Non-Travel,143,Research & Development,6,3,Medical,3,Female,86,4,1,Manager,4,Single,3493,24988,9,No,13,3,2,3,33,4,2,38,4,13,12
28,No,Non-Travel,615,Sales,26,2,Marketing,2,Male,46,1,2,Research Director,1,Divorced,3724,8766,7,Yes,15,3,1,1,5,0,3,38,10,6,15
18,No,Travel_Rarely,1067,Research & Development,26,4,Marketing,4,Male,31,3,5,Manager,4,Married,14188,13872,1,Yes,17,3,1,3,9,1,3,16,11,9,0
46,No,Non-Travel,1406,Research & Development,11,2,Life Sciences,2,Male,61,4,4,Manager,4,Divorced,15851,12690,7,No,25,3,3,2,0,2,2,5,9,6,8
40,No,Travel_Rarely,1128,Research & Development,27,2,Marketing,2,Male,94,1,2,Sales Representative,1,Divorced,3948,20648,6,No,12,3,3,0,0,2,3,12,0,0,12
46,No,Travel_Frequently,329,Research & Development,24,5,Medical,1,Male,55,2,5,Healthcare Representative,1,Divorced,19411,20889,6,No,20,3,1,2,19,6,4,17,0,5,12
27,No,Travel_Rarely,869,Sales,19,3,Life Sciences,2,Male,61,4,4,Human Resources,3,Divorced,9404,11321,6,No,22,3,4,0,26,2,4,2,0,12,16
37,Yes,Travel_Rarely,219,Human Resources,27,1,Marketing,4,Female,33,3,2,Healthcare Representative,4,Married,2029,14061,6,No,12,3,1,2,19,5,3,15,1,9,6
57,No,Travel_Frequently,240,Research & Development,22,2,Medical,1,Male,34,1,5,Laboratory Technician,3,Single,13359,14554,5,No,18,3,3,2,13,6,3,33,2,14,15
27,No,Travel_Frequently,154,Research & Development,4,3,Other,1,Female,51,3,2,Sales Executive,2,Married,9262,7616,8,Yes,19,3,2,1,7,3,4,11,9,0,7
29,Yes,Non-Travel,633,Research & Development,15,1,Life Sciences,1,Female,91,2,3,Sales Executive,4,Single,18548,25457,9,Yes,15,3,2,1,29,4,1,5,17,9,3
59,No,Travel_Frequently,505,Research & Development,14,1,Other,2,Male,89,3,4,Sales Representative,1,Divorced,19002,12172,0,Yes,24,3,1,1,25,5,1,13,5,4,4
59,No,Travel_Rarely,1136,Research & Development,6,1,Marketing,1,Male,97,1,2,Laboratory Technician,3,Divorced,10010,9705,4,Yes,15,3,2,0,32,2,2,10,12,3,2
37,No,Travel_Rarely,158,Research & Development,18,3,Technical Degree,4,Female,80,2,2,Healthcare Representative,4,Single,11314,20805,7,No,18,3,1,3,24,0,1,1,16,11,11
56,No,Non-Travel,1187,Sales,25,2,Other,4,Female,69,2,1,Manufacturing Director,2,Married,14218,4323,3,No,18,3,1,1,0,2,2,8,14,4,14
21,No,Travel_Rarely,1076,Sales,14,4,Marketing,4,Male,53,1,2,Research Director,4,Single,13260,9402,9,Yes,22,3,4,0,21,6,3,19,1,4,14
33,No,Travel_Frequently,456,Research & Development,26,1,Life Sciences,3,Male,95,4,3,Manager,4,Married,10155,17035,4,Yes,17,3,3,2,15,0,1,38,12,0,7
58,No,Non-Travel,655,Human Resources,23,4,Medical,1,Female,94,3,5,Manufacturing Director,4,Married,12870,14072,3,Yes,15,4,1,0,31,6,3,7,9,10,7
46,Yes,Travel_Rarely,293,Research & Development,13,4,Technical Degree,3,Male,65,3,1,Research Director,3,Single,1344,23249,0,No,17,3,1,1,2,3,3,22,8,5,6
26,No,Travel_Frequently,841,Sales,5,4,Marketing,2,Female,44,3,5,Sales Representative,3,Married,15306,21091,8,No,25,3,4,0,25,1,4,15,3,4,8
30,No,Travel_Rarely,272,Research & Development,6,3,Marketing,3,Female,37,2,1,Sales Executive,2,Married,13774,23274,2,No,18,3,2,1,25,6,2,28,15,14,16
25,No,Non-Travel,132,Sales,8,3,Marketing,2,Male,32,2,2,Human Resources,1,Married,11197,13734,3,Yes,15,3,4,0,12,2,4,0,14,13,3
41,No,Travel_Rarely,546,Research & Development,24,5,Medical,2,Male,41,4,2,Laboratory Technician,2,Divorced,16302,25567,3,No,20,3,1,0,20,0,2,19,16,10,6
38,No,Travel_Rarely,420,Sales,25,4,Medical,4,Female,31,4,5,Healthcare Representative,2,Married,15148,7386,3,No,17,3,3,0,30,3,3,18,13,2,8
